date,amount,category,subcategory,merchant,description,is_recurring
2026-07-14,43.60,Food,Groceries,Lidl,Groceries,0
2026-07-22,41.00,Shopping,Books,Bookstore,Bought a book,0
2026-07-26,43.60,Food,Groceries,Edeka,Groceries,0
2026-07-26,17.44,Food,Eating Out,Cafe,Eating out,0
2026-07-28,63.00,Transport,Public Transit,DB / Local Transit,Deutschlandticket,1
2026-08-01,22.00,Subscriptions,AI,Claude,Claude Code subscription,1
2026-08-01,25.00,Subscriptions,AI,OpenAI,ChatGPT subscription,1
2026-08-02,10.00,Telecom,SIM,SIM Provider,SIM card plan,1
2026-08-04,40.00,Health,Gym,Gym,Gym subscription,1
2026-08-04,21.80,Food,Groceries,Edeka,Groceries,0
2026-08-05,100.00,Telecom,Internet,Vodafone,Vodafone home internet,1
2026-08-05,29.00,Telecom,Mobile,Vodafone,Vodafone mobile plan,1
2026-08-06,21.80,Food,Eating Out,Delivery,Eating out,0
2026-08-07,21.80,Food,Eating Out,Cafe,Eating out,0
2026-08-11,21.80,Food,Groceries,Aldi,Groceries,0
2026-08-14,257.00,Insurance,Health Insurance,Health Insurer,Health insurance premium,1
2026-08-14,21.80,Food,Groceries,Kaufland,Groceries,0
2026-08-15,47.57,Entertainment,Games,Steam/Store,Bought games,0
2026-08-15,36.04,Health,Supplements,Nutrition Store,Protein powder,0
2026-08-21,21.80,Food,Groceries,REWE,Groceries,0
2026-08-26,21.80,Food,Eating Out,Delivery,Eating out,0
2026-08-29,63.00,Transport,Public Transit,DB / Local Transit,Deutschlandticket,1
2026-08-29,21.80,Food,Groceries,Kaufland,Groceries,0
2026-08-29,21.80,Food,Eating Out,Restaurant,Eating out,0
2026-09-01,40.00,Health,Gym,Gym,Gym subscription,1
2026-09-01,22.00,Subscriptions,AI,Claude,Claude Code subscription,1
2026-09-01,25.00,Subscriptions,AI,OpenAI,ChatGPT subscription,1
2026-09-02,43.60,Food,Groceries,Edeka,Groceries,0
2026-09-04,100.00,Telecom,Internet,Vodafone,Vodafone home internet,1
2026-09-04,10.00,Telecom,SIM,SIM Provider,SIM card plan,1
2026-09-07,29.00,Telecom,Mobile,Vodafone,Vodafone mobile plan,1
2026-09-12,10.52,Health,Pharmacy,Pharmacy,Pharmacy/OTC,0
2026-09-17,257.00,Insurance,Health Insurance,Health Insurer,Health insurance premium,1
2026-09-17,43.60,Food,Groceries,Edeka,Groceries,0
2026-09-20,21.80,Food,Eating Out,Cafe,Eating out,0
2026-09-24,43.06,Shopping,Books,Bookstore,Bought a book,0
2026-09-26,63.00,Transport,Public Transit,DB / Local Transit,Deutschlandticket,1
2026-09-27,21.80,Food,Eating Out,Cafe,Eating out,0
2026-09-28,43.60,Food,Groceries,REWE,Groceries,0
2026-09-28,21.80,Food,Eating Out,Restaurant,Eating out,0
2026-09-30,21.80,Food,Eating Out,Restaurant,Eating out,0
2026-10-01,10.00,Telecom,SIM,SIM Provider,SIM card plan,1
2026-10-01,25.00,Subscriptions,AI,OpenAI,ChatGPT subscription,1
2026-10-02,22.00,Subscriptions,AI,Claude,Claude Code subscription,1
2026-10-03,100.00,Telecom,Internet,Vodafone,Vodafone home internet,1
2026-10-03,29.00,Telecom,Mobile,Vodafone,Vodafone mobile plan,1
2026-10-03,40.00,Health,Gym,Gym,Gym subscription,1
2026-10-08,21.80,Food,Eating Out,Cafe,Eating out,0
2026-10-11,21.80,Food,Eating Out,Fast Food,Eating out,0
2026-10-11,35.30,Health,Supplements,Nutrition Store,Protein powder,0
2026-10-13,257.00,Insurance,Health Insurance,Health Insurer,Health insurance premium,1
2026-10-14,21.80,Food,Eating Out,Fast Food,Eating out,0
2026-10-17,43.60,Food,Groceries,Edeka,Groceries,0
2026-10-17,21.80,Food,Eating Out,Fast Food,Eating out,0
2026-10-22,43.60,Food,Groceries,Kaufland,Groceries,0
2026-10-26,43.60,Food,Groceries,REWE,Groceries,0
2026-10-27,63.00,Transport,Public Transit,DB / Local Transit,Deutschlandticket,1
2026-11-01,22.00,Subscriptions,AI,Claude,Claude Code subscription,1
2026-11-01,25.00,Subscriptions,AI,OpenAI,ChatGPT subscription,1
2026-11-03,21.80,Food,Groceries,Kaufland,Groceries,0
2026-11-04,40.00,Health,Gym,Gym,Gym subscription,1
2026-11-04,10.00,Telecom,SIM,SIM Provider,SIM card plan,1
2026-11-04,14.53,Food,Eating Out,Cafe,Eating out,0
2026-11-05,100.00,Telecom,Internet,Vodafone,Vodafone home internet,1
2026-11-06,29.00,Telecom,Mobile,Vodafone,Vodafone mobile plan,1
2026-11-06,14.53,Food,Eating Out,Cafe,Eating out,0
2026-11-11,21.80,Food,Groceries,Lidl,Groceries,0
2026-11-14,14.53,Food,Eating Out,Fast Food,Eating out,0
2026-11-15,257.00,Insurance,Health Insurance,Health Insurer,Health insurance premium,1
2026-11-17,21.80,Food,Groceries,Lidl,Groceries,0
2026-11-19,14.53,Food,Eating Out,Cafe,Eating out,0
2026-11-20,49.26,Entertainment,Games,Steam/Store,Bought games,0
2026-11-23,21.80,Food,Groceries,Lidl,Groceries,0
2026-11-23,14.53,Food,Eating Out,Restaurant,Eating out,0
2026-11-25,122.36,Gifts,Gift,Gift Shop,Gift purchase,0
2026-11-27,63.00,Transport,Public Transit,DB / Local Transit,Deutschlandticket,1
2026-11-27,21.80,Food,Groceries,REWE,Groceries,0
2026-11-29,14.53,Food,Eating Out,Cafe,Eating out,0
2026-12-01,22.00,Subscriptions,AI,Claude,Claude Code subscription,1
2026-12-02,25.00,Subscriptions,AI,OpenAI,ChatGPT subscription,1
2026-12-03,40.00,Health,Gym,Gym,Gym subscription,1
2026-12-03,26.16,Food,Groceries,REWE,Groceries,0
2026-12-05,100.00,Telecom,Internet,Vodafone,Vodafone home internet,1
2026-12-05,29.00,Telecom,Mobile,Vodafone,Vodafone mobile plan,1
2026-12-05,10.00,Telecom,SIM,SIM Provider,SIM card plan,1
2026-12-09,14.53,Food,Eating Out,Cafe,Eating out,0
2026-12-11,26.16,Food,Groceries,Lidl,Groceries,0
2026-12-12,14.53,Food,Eating Out,Delivery,Eating out,0
2026-12-15,257.00,Insurance,Health Insurance,Health Insurer,Health insurance premium,1
2026-12-15,26.16,Food,Groceries,REWE,Groceries,0
2026-12-18,14.53,Food,Eating Out,Cafe,Eating out,0
2026-12-22,30.78,Health,Supplements,Nutrition Store,Protein powder,0
2026-12-23,26.16,Food,Groceries,Kaufland,Groceries,0
2026-12-25,14.53,Food,Eating Out,Fast Food,Eating out,0
2026-12-27,14.53,Food,Eating Out,Delivery,Eating out,0
2026-12-27,14.53,Food,Eating Out,Fast Food,Eating out,0
2026-12-28,63.00,Transport,Public Transit,DB / Local Transit,Deutschlandticket,1
2026-12-29,26.16,Food,Groceries,Kaufland,Groceries,0
2026-12-30,59.97,Shopping,Books,Bookstore,Bought a book,0
